filename,width,height,class,xmin,ymin,xmax,ymax
003_0001.jpg,375,500,backpack,4,38,370,464
003_0002.jpg,222,324,backpack,3,1,222,324
003_0003.jpg,219,267,backpack,2,4,203,252
003_0004.jpg,269,350,backpack,11,6,266,350
003_0005.jpg,208,302,backpack,23,3,196,299
003_0006.jpg,240,320,backpack,21,10,226,320
003_0007.jpg,399,500,backpack,10,1,399,489
003_0008.jpg,301,405,backpack,8,2,300,405
003_0009.jpg,500,500,backpack,104,160,286,491
003_0010.jpg,253,252,backpack,8,4,243,252
003_0011.jpg,500,500,backpack,88,18,437,473
003_0012.jpg,164,279,backpack,4,2,164,277
003_0013.jpg,300,290,backpack,43,1,252,290
003_0014.jpg,375,453,backpack,17,10,367,428
003_0015.jpg,368,451,backpack,95,171,223,368
003_0016.jpg,418,445,backpack,35,40,314,445
003_0017.jpg,300,300,backpack,27,2,278,297
003_0018.jpg,500,500,backpack,66,33,433,469
003_0019.jpg,166,219,backpack,9,2,152,219
003_0020.jpg,500,500,backpack,93,29,419,462
003_0021.jpg,350,414,backpack,19,16,350,414
003_0022.jpg,500,555,backpack,48,20,481,533
003_0023.jpg,285,240,backpack,131,48,271,230
003_0024.jpg,250,250,backpack,27,3,222,250
003_0025.jpg,400,400,backpack,81,39,309,375
003_0026.jpg,500,500,backpack,93,38,413,480
003_0027.jpg,294,323,backpack,11,6,288,311
003_0028.jpg,182,300,backpack,20,63,176,294
003_0029.jpg,300,300,backpack,22,8,289,286
003_0030.jpg,250,250,backpack,9,5,234,250
003_0031.jpg,252,288,backpack,36,39,221,247
003_0032.jpg,312,261,backpack,37,31,274,226
003_0033.jpg,354,357,backpack,87,93,268,341
003_0034.jpg,400,400,backpack,76,12,374,399
003_0035.jpg,600,411,backpack,50,11,585,398
003_0036.jpg,377,528,backpack,24,35,364,513
003_0037.jpg,230,308,backpack,13,6,228,257
003_0038.jpg,397,587,backpack,208,210,362,459
003_0039.jpg,200,253,backpack,9,6,189,244
003_0040.jpg,199,363,backpack,8,136,147,341
003_0041.jpg,168,224,backpack,14,37,137,183
003_0042.jpg,430,526,backpack,38,10,417,497
003_0043.jpg,350,550,backpack,24,17,338,547
003_0044.jpg,305,431,backpack,35,114,149,334
003_0045.jpg,600,634,backpack,63,61,600,622
003_0046.jpg,163,200,backpack,9,3,154,200
